No.,出庫,地金,アイテム,中石,サイズ,品番,上代,下代,脇石,チェーン長,摘要,入力者,入庫日,下代（数値）
683,FALSE,Pt900,ペンダント,ダイヤ,0.5,14B-203-50,"140,000",101471,0.13ct,,,nakajima,2025/03/29,
684,FALSE,Pt900,ペンダント,ダイヤ,0.5,14B-221-50,"180,000",101436,0.23ct,,,fujita,2025/04/16,
685,FALSE,Pt900,ペンダント,ダイヤ,0.5,14B-262-50,"140,000",101297,0.09,,,komaki,2023/07/15,
686,FALSE,Pt900,ペンダント,ダイヤ,0.5,14B-46-50,"120,000",10815,0.13ct,,,muro,2020/02/20,
687,FALSE,Pt900,ペンダント,ダイヤ,0.5,14B-X008-50,"220,000",101707,0.18ct,,,takahashi ,2023/03/03,
688,FALSE,Pt900,ペンダント,ダイヤ,0.5,14K-11-50,"110,000",10807,0.11ct,,,河野,2021/12/26,
689,FALSE,Pt900,ペンダント,ダイヤ,0.5,15A-142-50,"45,000",10848,,,,komaki,2022/04/19,
690,FALSE,Pt900,ペンダント,ダイヤ,0.5,15A-144-50,"65,000",101232,,,,fujita,2023/12/05,
691,FALSE,Pt900,ペンダント,ダイヤ,0.5,15A-152-50,"52,000",101032,,,,nakajima,2025/03/29,
692,FALSE,Pt900,ペンダント,ダイヤ,0.5,15A-64-50,"50,000",10876,,,,tanaka,2024/01/04,
693,FALSE,Pt900,ペンダント,ダイヤ,0.5,DPB2-1-50,"200,000",3019,S1.30ct,,,fujita,2023/08/18,
694,FALSE,Pt900,ペンダント,ダイヤ,0.6,15A-152-60,"53,000",10783,,,,河野,2022/03/14,
695,FALSE,Pt900,ペンダント,ダイヤ,0.7,14A-113-70,"90,000",101818,,,,nakajima,2025/03/16,
696,FALSE,Pt900,ペンダント,ダイヤ,0.7,14A-44-70,"75,000",20136,,,,nakajima,2023/07/05,
697,FALSE,Pt900,ペンダント,ダイヤ,0.7,14A-56-70,"90,000",101782,,,,山室,2022/10/08,
698,FALSE,Pt900,ペンダント,ダイヤ,0.7,14A-75-70,"90,000",101639,,,,SK,2017/08/08,
699,FALSE,Pt900,ペンダント,ダイヤ,0.7,14B-221-70,"190,000",20152,0.24ct,,,fujita,2025/04/16,
700,FALSE,Pt900,ペンダント,ダイヤ,0.7,14B-262-70,"150,000",101458,0.12ct,,,吉野,2022/10/22,
701,FALSE,Pt900,ペンダント,ダイヤ,0.7,14B-280-70,"140,000",2097,0.18ct,,,小牧,2023/09/06,
702,FALSE,Pt900,ペンダント,ダイヤ,0.7,14B-46-70,"160,000",10877,0.18ct,,,muro,2018/03/30,
703,FALSE,Pt900,ペンダント,ダイヤ,0.7,14B-72-70,"250,000",101415,0.34ct,,,komaki,2022/04/19,
704,FALSE,Pt900,ペンダント,ダイヤ,0.7,14B-X008-70,"200,000",101775,0.26ct,,,KOUNO,2020/12/13,
705,FALSE,Pt900,ペンダント,ダイヤ,0.7,14B-X008-70,"300,000",20211,,,LGD 0.30ct,植田,2023/04/19,
706,FALSE,Pt900,ペンダント,ダイヤ,0.7,14K-4-70,"120,000",20131,0.13ct,,,山室,2022/10/08,
707,FALSE,Pt900,ペンダント,ダイヤ,0.7,15A-132-70,"58,000",20107,,,,kim,2018/11/19,
708,FALSE,Pt900,ペンダント,ダイヤ,0.7,15A-132-70,"58,000",10942,,,,hirokawa,2021/01/12,
709,FALSE,Pt900,ペンダント,ダイヤ,0.7,15A-144-70,"80,000",101601,,,,nakajima,2025/03/16,
710,FALSE,Pt900,ペンダント,ダイヤ,0.7,15A-152-70,"45,000",10799,,,,shige,2018/08/04,
711,FALSE,Pt900,ペンダント,ダイヤ,0.7,15A-64-70,"60,000",20105,,,,tanaka,2024/01/04,
712,FALSE,Pt900,ペンダント,ダイヤ,0.7,DPB2-1-70,"210,000",20215,S1.30ct,,,fujita,2023/08/18,
713,FALSE,Pt900,ペンダント,ダイヤ,0.8,14A-18-80,"35,000",10648,,,,河野,2022/03/14,
714,FALSE,Pt900,ペンダント,ダイヤ,0.8,15A-152-80,"48,000",2087,,,,komaki,2016/06/20,
715,FALSE,Pt900,ペンダント,ダイヤ,0.8,15A-152-80,"48,000",10867,,,,nakajima,2025/01/15,
716,FALSE,Pt900,ペンダント,ダイヤ,0.9,15A-152-90,"59,000",10901,,,,河野,2022/03/14,
717,FALSE,Pt900,ペンダント,ダイヤ,CT,14A-117-100,"85,000",101709,,,,河野,2022/03/14,
718,FALSE,Pt900,ペンダント,ダイヤ,CT,14A-75-100,"110,000",20320,,,,河野,2022/03/14,
719,FALSE,Pt900,ペンダント,ダイヤ,CT,14B-103-100,"160,000",101292,0.13ct,,,SK,2019/02/16,
720,FALSE,Pt900,ペンダント,ダイヤ,CT,14B-201-100,"1,425,000",3089,0.72ct,,,kida,2017/03/07,
721,FALSE,Pt900,ペンダント,ダイヤ,CT,14B-202-100,"600,000",1010237,0.86ct,,,muro,2017/07/28,
722,FALSE,Pt900,ペンダント,ダイヤ,CT,14B-221-100,"200,000",101591,0.25ct,,,tanaka,2023/08/02,
723,FALSE,Pt900,ペンダント,ダイヤ,CT,14B-221-100,"200,000",101326,0.25ct,,,nakajima,2025/01/15,
724,FALSE,Pt900,ペンダント,ダイヤ,CT,14B-225-100,"650,000",1011662,0.84ct,,,muro,2017/07/28,
725,FALSE,Pt900,ペンダント,ダイヤ,CT,14B-366-100,"160,000",101156,0.15ct,,,KOUNO,2019/04/03,
726,FALSE,Pt900,ペンダント,ダイヤ,CT,14B-46-100,"180,000",10999,0.21ct,,,yoshida,2020/08/02,
727,FALSE,Pt900,ペンダント,ダイヤ,CT,14B-72-100,"280,000",101647,0.39ct,,,muro,2017/04/15,
728,FALSE,Pt900,ペンダント,ダイヤ,CT,14B-72-100,"280,000",101681,0.39ct,,,tanaka,2023/11/14,
729,FALSE,Pt900,ペンダント,ダイヤ,CT,14B-83-100,"160,000",101455,0.20ct,,,KOUNO,2017/09/02,
730,FALSE,Pt900,ペンダント,ダイヤ,CT,14B144-100,"200,000",101401,0.22ct,,,shige,2024/04/25,
731,FALSE,Pt900,ペンダント,ダイヤ,CT,14K-4-100,"180,000",101172,0.14ct,,,tanaka,2023/11/14,
732,FALSE,Pt900,ペンダント,ダイヤ,CT,BaPri-Pri-100,"160,000",402,0.19ct,,,muro,2018/01/23,
733,FALSE,Pt900,ペンダント,ダイヤ,CT,DPB2-1-100,"280,000",3032,S1.50ct,,,fujita,2023/08/18,
734,FALSE,Pt900,ペンダント,ダイヤ,CT,Doubleclaw-100,"40,000",306,,,,nakajima,2022/07/23,
735,FALSE,Pt900,ペンダント,ダイヤ,CT,Doubleclaw-100,"40,000",306,,,,nakajima,2022/07/23,
736,FALSE,Pt900,ペンダント,ダイヤ,CT,Horseshoe-D-100,"240,000",3021,0.26ct,,,kim,2018/11/19,
737,FALSE,Pt900,ペンダント,ダイヤ,CT,POG-10,"82,000",101633,,,,nakajima,2025/01/15,
738,FALSE,Pt900,ペンダント,ダイヤ,1.5CT,15A-64-150,"70,000",101338,,,,YUKARI,2020/09/18,
739,FALSE,Pt900,ペンダント,ダイヤ,2CT,14A-148-200,"60,000",101143,,,,nakajima,2014/05/13,
740,FALSE,Pt900,ペンダント,ダイヤ,2CT,14B-221-200,"250,000",101934,0.28ct,,,fujita,2024/01/10,
741,FALSE,Pt900,ペンダント,ダイヤ,2CT,14K-11-200,"300,000",101762,0.28ct,,,nakajima,2023/07/18,
742,FALSE,Pt900,ペンダント,オーバル,80,OPA1-5-80,"33,000",2059,,,,komaki,2025/02/27,
743,FALSE,Pt900,ペンダント,オーバル,90,19B-117-90,"330,000",3024,0.25ct,,,廣川,2021/06/16,
744,FALSE,Pt900,ペンダント,オーバル,90,OPA1-5-90,"35,000",2061,,,,komaki,2025/02/27,
745,FALSE,Pt900,ペンダント,オーバル,100,OPA1-5-100,"46,000",2075,,,,fujita,2024/12/06,
746,FALSE,Pt900,ペンダント,オーバル,110,19A-1-110D,"29,000",10572,,,,komaki,2025/02/07,
747,FALSE,Pt900,ペンダント,オーバル,120,19B-213-120,"100,000",101327,0.04ct,,,komaki,2023/07/15,
748,FALSE,Pt900,ペンダント,オーバル,120,19B-227-120,"170,000",101515,0.14ct,,,nakajima,2025/04/09,
749,FALSE,Pt900,ペンダント,オーバル,120,19B-242-120,"300,000",101271,0.35ct,,,廣川,2021/06/16,
750,FALSE,Pt900,ペンダント,オーバル,120,19K-13-120,"130,000",101114,0.09ct,,,廣川,2021/06/16,
751,FALSE,Pt900,ペンダント,オーバル,120,19K-37-120,"800,000",101843,1.32ct,,,muro,2016/11/30,
752,FALSE,Pt900,ペンダント,オーバル,120,19K-39-120,"300,000",101492,0.43ct,,,komaki,2017/01/11,
753,FALSE,Pt900,ペンダント,オーバル,120,19K-4-120,"140,000",101234,0.18ct,,,KOUNO,2018/04/10,
754,FALSE,Pt900,ペンダント,オーバル,130,OPA1-1-130,"40,000",2048,,,,fujita,2024/04/03,
755,FALSE,Pt900,ペンダント,オーバル,130,OPA1-5-130,"56,000",20101,,,,fujita,2024/10/22,
756,FALSE,Pt900,ペンダント,オーバル,140,19A-1-140E,"36,000",10604,,,,komaki,2025/02/07,
757,FALSE,Pt900,ペンダント,オーバル,140,19A-129-140,"90,000",101762,,,,nakajima,2025/03/16,
758,FALSE,Pt900,ペンダント,オーバル,140,19B-113-140,"160,000",101934,0.09ct,,,nakajima,2025/03/27,
759,FALSE,Pt900,ペンダント,オーバル,140,19B-138-140,"100,000",101691,0.04ct,,,河野,2022/03/14,
760,FALSE,Pt900,ペンダント,オーバル,140,19B-227-140,"180,000",101627,0.16ct,,,nakajima,2025/04/09,
761,FALSE,Pt900,ペンダント,オーバル,140,19B-280-140,"90,000",101384,0.03ct,,,竹内,2023/02/11,
762,FALSE,Pt900,ペンダント,オーバル,140,19K-12-140,"140,000",101115,0.11ct,,,tanaka,2023/11/14,
763,FALSE,Pt900,ペンダント,オーバル,140,19K-37-140,"900,000",20201,1.53ct,,,shige,2017/07/29,
764,FALSE,Pt900,ペンダント,オーバル,140,OPA1-5-140,"59,000",20106,,,,fujita,2024/10/22,
765,FALSE,Pt900,ペンダント,オーバル,140,OPB1-1-140,"140,000",20125,0.14ct,,,nakajima,2025/01/08,
766,FALSE,Pt900,ペンダント,オーバル,150,19A-114-150,"33,000",10602,,,,komaki,2025/02/07,
767,FALSE,Pt900,ペンダント,オーバル,150,19A-57-150,"65,000",101094,,,,kida,2017/04/04,
768,FALSE,Pt900,ペンダント,オーバル,150,19A-57-150,"65,000",20129,,,,河野,2022/03/14,
769,FALSE,Pt900,ペンダント,オーバル,150,OPA1-1-150,"50,000",2045,,,,tanaka,2023/05/25,
770,FALSE,Pt900,ペンダント,オーバル,150,OPA1-5-150,"60,000",20106,,,,fujita,2024/10/22,
771,FALSE,Pt900,ペンダント,オーバル,150,OPB1-1-150,"170,000",20145,0.18ct,,,nakajima,2025/01/08,
772,FALSE,Pt900,ペンダント,オーバル,160,19A-103-160,"60,000",101123,,,,fujita,2023/03/08,
773,FALSE,Pt900,ペンダント,オーバル,160,19A-114-160,"40,000",10734,,,,nakajima,2023/07/05,
774,FALSE,Pt900,ペンダント,オーバル,160,19A-122-160,"40,000",10805,,,,komaki,2018/06/16,
775,FALSE,Pt900,ペンダント,オーバル,160,19A-129-160,"105,000",20205,,,,nakajima,2025/03/16,
776,FALSE,Pt900,ペンダント,オーバル,160,19A-29-160,"96,000",101912,,,,青山,2024/07/04,
777,FALSE,Pt900,ペンダント,オーバル,160,19B-109-160,"160,000",101713,0.09ct,,,tanaka,2023/11/14,
778,FALSE,Pt900,ペンダント,オーバル,160,19B-113-160,"170,000",102205,0.09ct,,,nakajima,2025/03/27,
779,FALSE,Pt900,ペンダント,オーバル,160,19B-227-160,"200,000",101988,0.17ct,,,nakajima,2025/03/29,
780,FALSE,Pt900,ペンダント,オーバル,160,19B-280-160,"90,000",101301,0.04ct,,,KOUNO,2021/03/21,
781,FALSE,Pt900,ペンダント,オーバル,160,19B-280-160,"120,000",101899,0.04ct,,,nakajima,2025/03/23,
782,FALSE,Pt900,ペンダント,オーバル,160,19K-13-160,"140,000",101376,0.13ct,,,tanaka,2023/11/14,
783,FALSE,Pt900,ペンダント,オーバル,160,19K-37-160,"1,000,000",102122,1.61ct,,,nakajima,2017/02/09,
784,FALSE,Pt900,ペンダント,オーバル,160,OPA1-1-160,"55,000",305,,,,tanaka,2023/05/25,
785,FALSE,Pt900,ペンダント,オーバル,160,OPA1-5-160,"66,000",3012,,,,fujita,2024/10/22,
786,FALSE,Pt900,ペンダント,オーバル,160,OPB1-1-160,"230,000",3018,0.25ct,,,komaki,2025/02/05,
787,FALSE,Pt900,ペンダント,オーバル,170,19A-1-170F,"41,000",10749,,,,komaki,2025/02/07,
788,FALSE,Pt900,ペンダント,オーバル,170,19B-178-170,"150,000",102356,0.08ct,,,fujita,2022/10/15,
789,FALSE,Pt900,ペンダント,オーバル,170,19B-180-170,"160,000",102037,0.11ct,,,SK,2019/01/18,
790,FALSE,Pt900,ペンダント,オーバル,170,19H-30-170,"640,000",102234,1.60ct,,,不明,2010/03/23,
791,FALSE,Pt900,ペンダント,オーバル,180,19A-1-180,"42,000",10749,,,,komaki,2025/02/07,
792,FALSE,Pt900,ペンダント,オーバル,180,19A-114-180,"45,000",10808,,,,nakajima,2023/07/05,
793,FALSE,Pt900,ペンダント,オーバル,180,19A-129-180,"120,000",20239,,,,komaki,2025/04/05,
794,FALSE,Pt900,ペンダント,オーバル,180,19A-99-180,"90,000",101643,,,,kida,2017/04/04,
795,FALSE,Pt900,ペンダント,オーバル,180,19B-113-180,"180,000",102233,0.08ct,,,fujita,2023/03/08,
796,FALSE,Pt900,ペンダント,オーバル,180,19B-227-180,"200,000",20185,0.16ct,,,tanaka,2023/11/14,
797,FALSE,Pt900,ペンダント,オーバル,180,19B-227-180,"220,000",102009,0.18ct,,,komaki,2023/02/20,
798,FALSE,Pt900,ペンダント,オーバル,180,19B-248-180,"150,000",101912,0.07ct,,,坂井,2024/10/08,
799,FALSE,Pt900,ペンダント,オーバル,180,19B-280-180,"130,000",102135,0.04ct,,,fujita,2025/04/16,
800,FALSE,Pt900,ペンダント,オーバル,180,19B-357-180,"150,000",20235,0.04ct,,,nakajima,2023/07/18,
801,FALSE,Pt900,ペンダント,オーバル,180,19B-72-180,"150,000",102046,0.10ct,,,nakayama,2014/10/22,
802,FALSE,Pt900,ペンダント,オーバル,180,19H-1-180,"200,000",101562,0.26ct,,,河野,2022/03/14,
803,FALSE,Pt900,ペンダント,オーバル,180,19H-58-180,"380,000",102412,0.37ct,,,shige,不明,
804,FALSE,Pt900,ペンダント,オーバル,180,19K-14-180,"190,000",101297,0.24ct,,,河野,2022/03/14,
805,FALSE,Pt900,ペンダント,オーバル,180,19K-14-180,"220,000",20273,0.24ct,,,tanaka,2023/11/14,
806,FALSE,Pt900,ペンダント,オーバル,180,19K-4-180,"250,000",20172,0.42ct,,,muro,2018/04/06,
807,FALSE,Pt900,ペンダント,オーバル,180,OPA1-5-180,"77,000",3014,,,,fujita,2024/10/22,
808,FALSE,Pt900,ペンダント,オーバル,180,OPB1-1-180,"270,000",20215,0.30ct,,,nakajima,2025/01/08,
809,FALSE,Pt900,ペンダント,オーバル,180,SAHA-1844-PO180,"600,000",403,0.71ct,,,kida,2017/03/17,
810,FALSE,Pt900,ペンダント,オーバル,190,19A-1-190C,"43,000",10787,,,,komaki,2025/02/07,
811,FALSE,Pt900,ペンダント,オーバル,190,19B-178-190,"150,000",20199,0.02ct,,,hirokawa,2019/04/16,
812,FALSE,Pt900,ペンダント,オーバル,190,19B-180-190,"210,000",102386,0.14ct,,,tanaka,2023/11/14,
813,FALSE,Pt900,ペンダント,オーバル,200,19A-1-200,"40,000",10699,,,,shige,2017/04/20,
814,FALSE,Pt900,ペンダント,オーバル,200,19A-113-200,"45,000",10705,,,,河野,2022/09/13,
815,FALSE,Pt900,ペンダント,オーバル,200,19A-113-200,"45,000",10705,,,,河野,2022/09/13,
816,FALSE,Pt900,ペンダント,オーバル,200,19A-1R-200,"40,000",2077,,,,shige,2024/09/15,
817,FALSE,Pt900,ペンダント,オーバル,200,19A-66-200,"85,000",101337,,,,tanaka,2023/11/14,
818,FALSE,Pt900,ペンダント,オーバル,200,19A-84-200,"100,000",101577,,,,muro,2021/02/16,
819,FALSE,Pt900,ペンダント,オーバル,200,19A-98-200,"130,000",102775,,,,komaki,2016/05/10,
820,FALSE,Pt900,ペンダント,オーバル,200,19A-98-200,"130,000",20331,,,,SK,2017/02/06,
821,FALSE,Pt900,ペンダント,オーバル,200,19B-113-200,"190,000",102064,0.10ct,,,nakayama,2015/12/01,
822,FALSE,Pt900,ペンダント,オーバル,200,19B-184-200,"150,000",101598,0.09ct,,,河野,2022/03/14,
823,FALSE,Pt900,ペンダント,オーバル,200,19B-280-200,"160,000",102168,0.04ct,,,竹内,2023/02/11,
824,FALSE,Pt900,ペンダント,オーバル,200,19B-72-200,"160,000",101939,0.12ct,,,kida,2017/04/12,
825,FALSE,Pt900,ペンダント,オーバル,200,19B-85-200,"220,000",101815,0.25ct,,,norita,2018/11/28,
826,FALSE,Pt900,ペンダント,オーバル,200,19B-9-200,"130,000",101884,0.07ct,,,SK,2014/05/31,
827,FALSE,Pt900,ペンダント,オーバル,200,19H-42-200,"360,000",102359,0.20ct,,,廣川,2021/06/16,
828,FALSE,Pt900,ペンダント,オーバル,200,19H-58-200,"420,000",102817,0.39ct,,,shige,2019/08/30,
829,FALSE,Pt900,ペンダント,オーバル,200,19K-14-200,"240,000",101475,0.43ct,,,SK,2015/12/07,
830,FALSE,Pt900,ペンダント,オーバル,200,19K-15-200,"170,000",101741,0.22ct,,,nakayama,2015/12/03,
831,FALSE,Pt900,ペンダント,オーバル,200,19K-4-200,"280,000",101827,0.48ct,,,komaki,2018/04/21,
832,FALSE,Pt900,ペンダント,オーバル,200,OPA1-1-200,"70,000",2085,,,,tanaka,2023/05/25,
833,FALSE,Pt900,ペンダント,オーバル,200,OPA1-3-200,"110,000",20194,,,,tanaka,2024/07/22,
834,FALSE,Pt900,ペンダント,オーバル,200,OPA1-5-200,"78,000",20141,,,,fujita,2024/10/22,
835,FALSE,Pt900,ペンダント,オーバル,200,OPB1-1-200,"380,000",20259,0.48ct,,,nakajima,2025/01/08,
836,FALSE,Pt900,ペンダント,オーバル,210,19A-1-210,"43,000",10732,,,,muro,2015/11/04,
837,FALSE,Pt900,ペンダント,オーバル,210,19A-111-210,"48,000",10894,,,,河野,2022/08/06,
838,FALSE,Pt900,ペンダント,オーバル,210,19A-2-210,"100,000",101977,,,,河野,2022/03/14,
839,FALSE,Pt900,ペンダント,オーバル,210,19A-X001-210,"50,000",101036,,,,muro,2015/05/01,
840,FALSE,Pt900,ペンダント,オーバル,210,19B-178-210,"160,000",102141,0.10ct,,,yoshida,2018/06/07,
841,FALSE,Pt900,ペンダント,オーバル,210,19B-183-210,"260,000",20278,0.15ct,,,muro,2017/05/17,
842,FALSE,Pt900,ペンダント,オーバル,210,19B-54-210,"140,000",20290,0.08ct,,,河野,2022/03/14,
843,FALSE,Pt900,ペンダント,オーバル,210,19B-85-210-B,"220,000",102745,0.26ct,,,nakayama,2014/11/21,
844,FALSE,Pt900,ペンダント,オーバル,220,19A-1-220,"46,000",10792,,,,shige,2017/04/20,
845,FALSE,Pt900,ペンダント,オーバル,220,19A-101-220,"100,000",101575,,,,tanaka,2023/11/14,
846,FALSE,Pt900,ペンダント,オーバル,220,19A-103-220,"110,000",101892,,,,nakajima,2023/07/05,
847,FALSE,Pt900,ペンダント,オーバル,220,19A-107-220,"110,000",102099,,,,nakayama,2019/04/07,
848,FALSE,Pt900,ペンダント,オーバル,220,19A-114-220,"46,000",10826,,,,sato,2017/11/27,
849,FALSE,Pt900,ペンダント,オーバル,220,19A-114-220,"60,000",20108,,,,nakajima,2023/07/05,
850,FALSE,Pt900,ペンダント,オーバル,220,19A-X001-220,"52,000",101172,,,,SK,2014/08/01,
851,FALSE,Pt900,ペンダント,オーバル,220,19B-113-220,"200,000",20226,0.09ct,,,shige,2019/05/20,
852,FALSE,Pt900,ペンダント,オーバル,220,19B-227-220,"240,000",102328,0.24ct,,,KOUNO,2017/11/01,
853,FALSE,Pt900,ペンダント,オーバル,220,19B-248-220,"150,000",20209,0.07ct,,,takahashi,2023/03/03,
854,FALSE,Pt900,ペンダント,オーバル,220,19B-280-220,"150,000",102299,0.05ct,,,komaki,2023/02/20,
855,FALSE,Pt900,ペンダント,オーバル,220,19B-286-220,"180,000",3035,"0,05ct",,,yoshida,2022/12/09,
856,FALSE,Pt900,ペンダント,オーバル,220,19B-357-220,"190,000",102148,0.05ct,,,yoshida,2020/08/02,
857,FALSE,Pt900,ペンダント,オーバル,220,19B-53-220,"150,000",102262,0.09ct,,,tamai,2017/04/28,
858,FALSE,Pt900,ペンダント,オーバル,220,19B-72-220,"180,000",102065,0.14ct,,,YUKARI,2018/09/10,
859,FALSE,Pt900,ペンダント,オーバル,220,19B-85-220,"250,000",101964,0.30ct,,,komaki,2018/05/13,
860,FALSE,Pt900,ペンダント,オーバル,220,19H-58-220,"460,000",103609,0.41ct,,,kim,2018/11/15,
861,FALSE,Pt900,ペンダント,オーバル,220,19K-14-220,"300,000",101631,0.44ct,,,komaki,2017/10/13,
862,FALSE,Pt900,ペンダント,オーバル,220,19K-14-220,"300,000",101763,0.57ct,,,河野,2022/03/14,
863,FALSE,Pt900,ペンダント,オーバル,220,19K-4-220,"350,000",102108,0.60ct,,,komaki,2018/04/22,
864,FALSE,Pt900,ペンダント,オーバル,220,OPA1-1-220,"75,000",2085,,,,tanaka,2023/05/25,
865,FALSE,Pt900,ペンダント,オーバル,220,OPA1-3-220,"130,000",3022,,,,tanaka,2024/07/22,
866,FALSE,Pt900,ペンダント,オーバル,220,OPA1-5-220,"80,000",3014,,,,fujita,2024/10/22,
867,FALSE,Pt900,ペンダント,オーバル,220,OPB1-1-220,"500,000",20295,0.69ct,,,komaki,2025/02/05,
868,FALSE,Pt900,ペンダント,オーバル,230,19A-1-230,"49,000",10894,,,,nakayama,2015/12/01,
869,FALSE,Pt900,ペンダント,オーバル,230,19A-1-L-230,"65,000",10800,,,,河野,2022/03/14,
870,FALSE,Pt900,ペンダント,オーバル,230,19B-183-230,"270,000",102991,0.15ct,,,KOUNO,2018/11/02,
871,FALSE,Pt900,ペンダント,オーバル,240,19A-107-240,"180,000",102197,,,,廣川,2021/06/16,
872,FALSE,Pt900,ペンダント,オーバル,240,19A-X001-240,"56,000",101206,,,,muro,2018/01/23,
873,FALSE,Pt900,ペンダント,オーバル,240,19B-113-240,"250,000",103275,0.12ct,,,tanaka,2023/07/09,
874,FALSE,Pt900,ペンダント,オーバル,240,19B-72-240,"190,000",20273,0.10ct,,,tanaka,2023/11/14,
875,FALSE,Pt900,ペンダント,オーバル,240,19B-85-240,"270,000",102231,0.35ct,,,shige,2017/04/17,
876,FALSE,Pt900,ペンダント,オーバル,240,OPA1-1-240,"80,000",401,,,,tanaka,2023/05/25,
877,FALSE,Pt900,ペンダント,オーバル,240,OPA1-2-240,"100,000",3017,,,,shige,2024/05/24,
878,FALSE,Pt900,ペンダント,オーバル,240,OPA1-3-240,"140,000",3026,,,,tanaka,2024/07/22,
879,FALSE,Pt900,ペンダント,オーバル,240,OPA1-5-240,"95,000",3017,,,,fujita,2024/10/22,
880,FALSE,Pt900,ペンダント,オーバル,240,OPB1-1-240,"630,000",20356,0.89ct,,,komaki,2025/02/07,
881,FALSE,Pt900,ペンダント,オーバル,250,19A-114-250L,"80,000",20156,,,,fujita,2017/10/28,
882,FALSE,Pt900,ペンダント,オーバル,250,19A-１R-250,"65,000",20132,,,,shige,2022/06/10,
883,FALSE,Pt900,ペンダント,オーバル,250,19B-178-250,"180,000",102586,0.13ct,,,norita,2019/10/22,
884,FALSE,Pt900,ペンダント,オーバル,250,19B-183-250,"300,000",103272,0.16ct,,,muro,2017/05/17,
885,FALSE,Pt900,ペンダント,オーバル,250,19K-8-250,"380,000",103418,0.42ct,,,tanaka,2023/11/14,
886,FALSE,Pt900,ペンダント,オーバル,260,19A-1-260,"58,000",10947,,,,shige,2017/04/20,
887,FALSE,Pt900,ペンダント,オーバル,260,19A-1R-260,"68,000",20125,,,,komaki,2018/10/03,
888,FALSE,Pt900,ペンダント,オーバル,260,19A-2-260,"150,000",102457,,,,tanaka,2023/11/14,
889,FALSE,Pt900,ペンダント,オーバル,260,19B-113-260,"260,000",103569,0.12ct,,,tanaka,2023/07/09,
890,FALSE,Pt900,ペンダント,オーバル,260,19B-263-260,"230,000",20239,0.09ct,,,shige,2024/09/15,
891,FALSE,Pt900,ペンダント,オーバル,260,19B-280-260,"190,000",102962,0.08ct,,,竹内,2023/02/11,
892,FALSE,Pt900,ペンダント,オーバル,260,19B-85-260,"290,000",102723,0.32ct,,,KOUNO,2018/02/25,
893,FALSE,Pt900,ペンダント,オーバル,260,19K-4-260,"380,000",102442,0.70ct,,,komaki,2018/04/22,
894,FALSE,Pt900,ペンダント,オーバル,260,OPA1-1-260,"85,000",3011,,,,tanaka,2023/05/25,
895,FALSE,Pt900,ペンダント,オーバル,260,OPA1-3-260,"150,000",20253,,,,tanaka,2024/07/22,
896,FALSE,Pt900,ペンダント,オーバル,260,OPA1-5-260,"110,000",3019,,,,fujita,2024/10/22,
897,FALSE,Pt900,ペンダント,オーバル,270,19A-1-270,"61,000",101029,,,,nakayama,2017/09/21,
898,FALSE,Pt900,ペンダント,オーバル,270,19A-1-270,"61,000",10913,,,,河野,2022/03/14,
899,FALSE,Pt900,ペンダント,オーバル,270,19A-X001-270,"68,000",101512,,,,SK,2014/08/01,
900,FALSE,Pt900,ペンダント,オーバル,270,19B-178-270,"190,000",102391,0.13ct,,,YUKARI,2018/09/10,
901,FALSE,Pt900,ペンダント,オーバル,270,19B-183-270,"320,000",103557,0.19ct,,,norita,2017/10/31,
902,FALSE,Pt900,ペンダント,オーバル,280,19A-1-280,"64,000",101043,,,,shige,2017/04/20,
903,FALSE,Pt900,ペンダント,オーバル,280,19A-1R-280,"73,000",20126,,,,komaki,2018/10/03,
904,FALSE,Pt900,ペンダント,オーバル,280,19B-113-280,"300,000",104145,0.12ct,,,tanaka,2023/07/09,
905,FALSE,Pt900,ペンダント,オーバル,280,19K-4-280,"430,000",102651,0.78ct,,,muro,2018/04/09,
906,FALSE,Pt900,ペンダント,オーバル,280,OPA1-1-280,"95,000",3011,,,,tanaka,2023/05/25,
907,FALSE,Pt900,ペンダント,オーバル,280,OPA1-2-280,"120,000",2015,,,,shige,2024/05/24,
908,FALSE,Pt900,ペンダント,オーバル,280,OPA1-3-280,"160,000",3028,,,,tanaka,2024/07/22,
909,FALSE,Pt900,ペンダント,オーバル,280,OPA1-5-280,"120,000",20202,,,,fujita,2024/10/22,
910,FALSE,Pt900,ペンダント,オーバル,290,19A-1-290,"67,000",101076,,,,nakajima,2017/06/03,
911,FALSE,Pt900,ペンダント,オーバル,290,19A-X111-290,"85,000",3021,,,,yoshida,2022/02/02,
912,FALSE,Pt900,ペンダント,オーバル,300,19A-114-300,"100,000",101861,,,,tanaka,2023/01/28,
913,FALSE,Pt900,ペンダント,オーバル,300,19B-183-300,"340,000",103881,0.20ct,,,komaki,2016/11/28,
914,FALSE,Pt900,ペンダント,オーバル,300,19B-227-300,"350,000",103044,0.40ct,,,muro,2018/08/22,
915,FALSE,Pt900,ペンダント,オーバル,300,OPA1-1-300,"100,000",20135,,,,yoshida,2023/09/19,
916,FALSE,Pt900,ペンダント,オーバル,300,OPA1-3-300,"180,000",3032,,,,tanaka,2024/07/22,
917,FALSE,Pt900,ペンダント,オーバル,300,OPA1-5-300,"140,000",3024,,,,fujita,2024/10/22,
